"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"583","Cook",2804,48.0385164051355,52.0684736091298,29.6362339514979,24.2867332382311,2.5320970042796,77.3301737756714,1.81674565560821,0.855920114122682,2.88873038516405,3.74465049928673,25.8915834522111,356,282,289,391,455,358,304,250,108,15,0,0.427330173775671,0.128751974723539,0.619828815977175,0.436875891583452,"9","9",1,0,0,0,0,801011005,81005,"Australian Capital Territory",13280.9882415631s (~3.69 hours),10660.5625222025s (~2.96 hours),813.914671403197s (~13.57 minutes),28491.5625222025s (~7.91 hours),12408.8625222025s (~3.45 hours),12196.5625222025s (~3.39 hours),813.914671403197s (~13.57 minutes)
"584","Dunlop",7199,49.090151409918,50.8820669537436,23.9477705236838,27.6288373385192,2.05584108904014,78.4230769230769,2.80769230769231,0.722322544797889,3.20877899708293,3.93110154188082,29.2957355188221,1287,1034,834,1240,1215,787,484,223,82,10,0,0.430384615384615,0.112692307692308,0.468537296846784,0.181414085289624,"9","9",1,0,0,0,0,801011006,81006,"Australian Capital Territory",13052.3917338149s (~3.63 hours),10942.6754237288s (~3.04 hours),1477.83010558488s (~24.63 minutes),28773.6754237288s (~7.99 hours),12690.9754237288s (~3.53 hours),12478.6754237288s (~3.47 hours),1477.83010558488s (~24.63 minutes)
"585","Evatt",5329,50.1407393507225,49.7841996622256,25.5019703509101,25.5770313379621,2.25182961155939,74.2939205361417,1.86692197223552,1.03208857196472,3.05873522236817,4.09082379433289,25.4269093638581,757,662,650,789,797,671,672,238,75,6,0,0.441359502154141,0.104834849210148,0.495965471945956,0.236066804278476,"9","9",1,0,0,0,0,801011007,81007,"Australian Capital Territory",12839.6723956375s (~3.57 hours),10614.9570327191s (~2.95 hours),1184.99296728093s (~19.75 minutes),28445.9570327191s (~7.9 hours),12363.2570327191s (~3.43 hours),12150.9570327191s (~3.38 hours),1184.99296728093s (~19.75 minutes)
"586","Florey",4769,48.9201090375341,50.996015936255,34.6403858251206,23.5269448521703,2.97756343048857,73.1731731731732,4.4044044044044,0.838750262109457,4.17278255399455,5.011532816104,27.0916334661355,586,559,698,667,605,708,565,249,100,26,0,0.529029029029029,0.136636636636637,0.543090794715873,0.265883833088698,"6","7",1,0,0,0,0,801011008,81008,"Australian Capital Territory",13046.6311924686s (~3.62 hours),10721.0579916318s (~2.98 hours),1111.80255230126s (~18.53 minutes),28552.0579916318s (~7.93 hours),12469.3579916318s (~3.46 hours),12257.0579916318s (~3.4 hours),1111.80255230126s (~18.53 minutes)
"587","Flynn (ACT)",3355,50.4321907600596,49.5976154992548,20.8941877794337,27.2429210134128,2.35469448584203,79.1469194312796,2.60663507109005,0.864381520119225,2.80178837555887,3.66616989567809,25.2757078986587,489,423,366,478,486,407,407,237,55,8,0,0.437598736176935,0.0939968404423381,0.517138599105812,0.234277198211624,"9","9",1,0,0,0,0,801011009,81009,"Australian Capital Territory",12894.8480963712s (~3.58 hours),10791.7653182629s (~3 hours),1304.55707911957s (~21.74 minutes),28622.7653182629s (~7.95 hours),12540.0653182629s (~3.48 hours),12327.7653182629s (~3.42 hours),1304.55707911957s (~21.74 minutes)
"588","Fraser",2027,49.580661075481,50.6166748889985,20.0296003946719,28.4657128761717,2.02269363591515,77.9373368146214,0.652741514360313,0.93734583127775,3.05870744943266,3.99605328071041,25.9990133201776,275,266,200,242,293,253,334,119,31,5,0,0.391644908616188,0.0587467362924282,0.512086827824371,0.248149975333004,"9","9",1,0,0,0,0,801011010,81010,"Australian Capital Territory",12840.5624320316s (~3.57 hours),10793.0624320316s (~3 hours),1482.45180425111s (~24.71 minutes),28624.0624320316s (~7.95 hours),12541.3624320316s (~3.48 hours),12329.0624320316s (~3.42 hours),1482.45180425111s (~24.71 minutes)
"589","Giralang",3312,49.7584541062802,50.3925120772947,26.3285024154589,26.0265700483092,2.56642512077295,76.5793528505393,3.00462249614792,0.815217391304348,2.86835748792271,3.68357487922705,25.5736714975845,525,324,450,510,429,379,457,177,44,11,0,0.455315870570108,0.13251155624037,0.526570048309179,0.26268115942029,"9","9",1,0,0,0,0,801011011,81011,"Australian Capital Territory",12853.9048396854s (~3.57 hours),10505.216091954s (~2.92 hours),1152.89026013309s (~19.21 minutes),28336.216091954s (~7.87 hours),12253.516091954s (~3.4 hours),12041.216091954s (~3.34 hours),1152.89026013309s (~19.21 minutes)
"590","Gooromon",10,40,40,0,0,0,100,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0.3,NA,NA,1,0,0,0,0,801011012,81012,"Australian Capital Territory",12681.45s (~3.52 hours),10608.54s (~2.95 hours),1377.98s (~22.97 minutes),28439.54s (~7.9 hours),12356.84s (~3.43 hours),12144.54s (~3.37 hours),1377.98s (~22.97 minutes)
"591","Hawker",2956,51.5223274695535,48.4100135317997,29.4654939106901,24.3910690121786,2.46955345060893,75.9514170040486,3.31983805668016,0.77807848443843,2.50338294993234,3.28146143437077,26.7253044654939,357,372,357,341,431,351,358,280,98,10,0,0.42753036437247,0.0809716599190283,0.604533152909337,0.364343707713126,"9","9",1,0,0,0,0,801011013,81013,"Australian Capital Territory",13204.2226716519s (~3.67 hours),10807.8291298436s (~3 hours),1047.71522773623s (~17.46 minutes),28638.8291298436s (~7.96 hours),12556.1291298436s (~3.49 hours),12343.8291298436s (~3.43 hours),1047.71522773623s (~17.46 minutes)
"592","Higgins",3069,50.2117953730857,49.8859563375692,27.2727272727273,25.6109481915934,2.05278592375367,73.8249594813614,2.0259319286872,1.04268491365266,3.32355816226784,4.3662430759205,25.643532095145,440,357,398,456,442,360,297,265,65,4,0,0.525121555915721,0.0818476499189627,0.492016943629847,0.220918866080156,"7","7",1,0,0,0,0,801011014,81014,"Australian Capital Territory",13093.7040483186s (~3.64 hours),10859.0031668299s (~3.02 hours),1102.76653607574s (~18.38 minutes),28690.0031668299s (~7.97 hours),12607.3031668299s (~3.5 hours),12395.0031668299s (~3.44 hours),1102.76653607574s (~18.38 minutes)
"593","Holt",4623,47.0690028120268,52.8444732857452,27.103612372918,24.6809431105343,2.6822409690677,70.4205607476636,2.75700934579439,1.03828682673589,4.04499242915856,5.08327925589444,23.1235128704305,640,452,565,726,638,459,565,352,165,50,0,0.576635514018692,0.0897196261682243,0.467445381786719,0.205926887302617,"6","6",1,0,0,0,0,801011015,81015,"Australian Capital Territory",13200.7994814175s (~3.67 hours),10965.972968885s (~3.05 hours),1215.89693171997s (~20.26 minutes),28796.972968885s (~8 hours),12714.2729688851s (~3.53 hours),12501.972968885s (~3.47 hours),1215.89693171997s (~20.26 minutes)
"594","Kaleen",7270,50.4401650618982,49.5735900962861,32.3383768913342,24.9243466299862,2.90233837689133,76.0628795998571,2.50089317613433,0.825309491059147,2.43466299862448,3.25997248968363,26.9463548830812,888,845,1018,998,949,918,1043,441,151,24,0,0.46659521257592,0.150768131475527,0.556258596973865,0.286244841815681,"9","9",1,0,0,0,0,801011016,81016,"Australian Capital Territory",13060.0959757442s (~3.63 hours),10469.376598677s (~2.91 hours),1083.86429162073s (~18.06 minutes),28300.376598677s (~7.86 hours),12217.676598677s (~3.39 hours),12005.376598677s (~3.33 hours),1083.86429162073s (~18.06 minutes)
"595","Latham",3637,49.4088534506461,50.5361561726698,23.6458619741545,27.7426450371185,2.36458619741545,73.2970027247956,2.86103542234332,0.852350838603244,3.43689854275502,4.28924938135826,25.5980203464394,529,454,430,570,526,430,406,208,66,5,0,0.491825613079019,0.0994550408719346,0.484740170470168,0.210063238933187,"8","8",1,0,0,0,0,801011017,81017,"Australian Capital Territory",13047.0019188596s (~3.62 hours),10815.1235745614s (~3 hours),1227.07464364035s (~20.45 minutes),28646.1235745614s (~7.96 hours),12563.4235745614s (~3.49 hours),12351.1235745614s (~3.43 hours),1227.07464364035s (~20.45 minutes)
"596","Lawson",142,61.2676056338028,41.5492957746479,65.4929577464789,33.8028169014084,5.63380281690141,58,6,2.11267605633803,3.52112676056338,5.63380281690141,42.2535211267606,32,25,23,27,17,15,3,9,0,0,0,0.32,0.26,0.549295774647887,0.338028169014085,"7","10",1,0,0,0,0,801011018,81018,"Australian Capital Territory",13069.1575342466s (~3.63 hours),10496.4575342466s (~2.92 hours),995.157534246575s (~16.59 minutes),28327.4575342466s (~7.87 hours),12244.7575342466s (~3.4 hours),12032.4575342466s (~3.34 hours),995.157534246575s (~16.59 minutes)
"597","Macgregor (ACT)",6794,48.9108036502797,51.0891963497203,28.0983220488666,29.1727995289962,2.17839269944068,74.9343339587242,3.03939962476548,0.750662349131587,3.45893435384163,4.20959670297321,25.7727406535178,1323,654,1064,1506,872,560,516,235,60,9,0,0.459662288930582,0.132082551594747,0.52310862525758,0.227553723874006,"9","8",1,0,0,0,0,801011019,81019,"Australian Capital Territory",13233.0831976314s (~3.68 hours),11010.2260251665s (~3.06 hours),1370.32361213916s (~22.84 minutes),28841.2260251666s (~8.01 hours),12758.5260251665s (~3.54 hours),12546.2260251665s (~3.49 hours),1370.32361213916s (~22.84 minutes)
"598","Macquarie",2703,48.8716241213466,51.1283758786533,34.8131705512394,23.4554199038106,2.29374768775435,65.6196943972835,3.98981324278438,0.96189419163892,3.66259711431743,4.62449130595634,27.4879763226045,372,294,420,435,358,278,229,219,91,19,3,0.5,0.193548387096774,0.571587125416204,0.343692193858676,"7","8",1,0,0,0,0,801011020,81020,"Australian Capital Territory",13241.8454178886s (~3.68 hours),10656.4067082111s (~2.96 hours),889.822983870968s (~14.83 minutes),28487.4067082111s (~7.91 hours),12404.7067082111s (~3.45 hours),12192.4067082111s (~3.39 hours),889.822983870968s (~14.83 minutes)
"599","McKellar",2749,48.6722444525282,51.2186249545289,33.2848308475809,24.4088759548927,2.65551109494362,80,1.80094786729858,0.691160421971626,3.05565660240087,3.7468170243725,24.6998908694071,328,334,344,316,376,406,426,145,61,9,0,0.422748815165877,0.101421800947867,0.534739905420153,0.281920698435795,"9","9",1,0,0,0,0,801011021,81021,"Australian Capital Territory",12893.7072787125s (~3.58 hours),10576.8776152158s (~2.94 hours),1138.76784930505s (~18.98 minutes),28407.8776152158s (~7.89 hours),12325.1776152158s (~3.42 hours),12112.8776152158s (~3.36 hours),1138.76784930505s (~18.98 minutes)
"600","Melba",3148,49.6823379923761,50.1905972045743,25.4447268106734,25.0635324015248,2.03303684879288,78.035143769968,1.67731629392971,0.825921219822109,3.1130876747141,3.93900889453621,26.1753494282084,462,377,323,420,458,383,363,277,64,13,0,0.488817891373802,0.0870607028753994,0.514612452350699,0.260165184243964,"8","8",1,0,0,0,0,801011022,81022,"Australian Capital Territory",12847.1283306836s (~3.57 hours),10749.2985691574s (~2.99 hours),1278.80823529412s (~21.31 minutes),28580.2985691574s (~7.94 hours),12497.5985691574s (~3.47 hours),12285.2985691574s (~3.41 hours),1278.80823529412s (~21.31 minutes)
"601","Page",3023,45.5176976513397,54.3830631822693,35.9245782335428,20.2778696658948,2.31558054912339,70.965250965251,3.16602316602317,0.496195831955012,3.27489249090308,3.77108832285809,23.4204432682765,369,217,446,492,327,253,222,286,287,115,0,0.555212355212355,0.170656370656371,0.514720476347999,0.270592127026133,"7","7",1,0,0,0,0,801011023,81023,"Australian Capital Territory",13140.1257595773s (~3.65 hours),10715.2828929987s (~2.98 hours),999.111294583884s (~16.65 minutes),28546.2828929987s (~7.93 hours),12463.5828929987s (~3.46 hours),12251.2828929987s (~3.4 hours),999.111294583884s (~16.65 minutes)
"602","Scullin",2931,50.7676560900716,49.3346980552712,31.4909587171614,25.554418287274,3.10474240873422,67.5,3.95161290322581,1.19413169566701,3.54827703855339,4.7424087342204,25.9979529170931,443,291,460,507,417,307,245,191,65,12,0,0.525,0.137903225806452,0.519959058341863,0.269532582736268,"6","7",1,0,0,0,0,801011024,81024,"Australian Capital Territory",13084.8454669393s (~3.63 hours),10793.6732447171s (~3 hours),1081.55511247444s (~18.03 minutes),28624.6732447171s (~7.95 hours),12541.9732447171s (~3.48 hours),12329.6732447171s (~3.42 hours),1081.55511247444s (~18.03 minutes)
"603","Spence",2584,47.561919504644,52.3606811145511,21.749226006192,27.438080495356,2.59287925696594,75.4509018036072,2.20440881763527,0.851393188854489,3.71517027863777,4.56656346749226,26.9349845201238,370,342,281,394,348,300,342,158,49,0,0,0.487975951903808,0.105210420841683,0.501160990712074,0.224071207430341,"8","8",1,0,0,0,0,801011025,81025,"Australian Capital Territory",12717.1506982157s (~3.53 hours),10652.3482544608s (~2.96 hours),1314.31109387122s (~21.91 minutes),28483.3482544608s (~7.91 hours),12400.6482544608s (~3.44 hours),12188.3482544608s (~3.39 hours),1314.31109387122s (~21.91 minutes)
"604","Weetangera",2575,49.2038834951456,50.9126213592233,25.7864077669903,27.8058252427184,2.05825242718447,81.6857440166493,1.35275754422477,0.58252427184466,1.78640776699029,2.36893203883495,30.3689320388349,292,387,259,250,401,330,286,253,105,18,0,0.311134235171696,0.0738813735691988,0.610097087378641,0.396116504854369,"10","10",1,0,0,0,0,801011026,81026,"Australian Capital Territory",13253.4790742902s (~3.68 hours),10749.7477246208s (~2.99 hours),940.877362893816s (~15.68 minutes),28580.7477246208s (~7.94 hours),12498.0477246208s (~3.47 hours),12285.7477246208s (~3.41 hours),940.877362893816s (~15.68 minutes)
"605","Molonglo Corridor",14,57.1428571428571,50,71.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.571428571428571,0.214285714285714,NA,NA,1,0,0,0,0,801011111,81111,"Australian Capital Territory",13203.9307692308s (~3.67 hours),10796.4846153846s (~3 hours),859.323076923077s (~14.32 minutes),28627.4846153846s (~7.95 hours),12544.7846153846s (~3.48 hours),12332.4846153846s (~3.43 hours),859.323076923077s (~14.32 minutes)
"606","West Belconnen",16,87.5,50,37.5,0,0,Inf,NA,0,0,0,18.75,3,0,0,0,0,3,5,0,0,0,0,NA,NA,0.1875,0,NA,NA,NA,NA,NA,NA,NA,801011112,81112,"Australian Capital Territory",13920.1s (~3.87 hours),11686.2s (~3.25 hours),1986.2s (~33.1 minutes),29517.2s (~8.2 hours),13434.5s (~3.73 hours),13222.2s (~3.67 hours),1986.2s (~33.1 minutes)
"607","Hume",424,93.3962264150943,8.0188679245283,23.8207547169811,0,0,Inf,NA,0,0,0,0,0,6,141,142,79,33,17,3,0,0,0,NA,NA,0.00707547169811321,0,NA,NA,NA,NA,NA,NA,NA,801031031,81031,"Australian Capital Territory",14134.4301886792s (~3.93 hours),10134.1318396226s (~2.82 hours),797.630188679245s (~13.29 minutes),28517.1301886792s (~7.92 hours),12434.4301886792s (~3.45 hours),12222.1301886792s (~3.4 hours),797.630188679245s (~13.29 minutes)
"608","Kowen",39,41.025641025641,53.8461538461538,17.9487179487179,25.6410256410256,0,36.3636363636364,0,0,0,0,23.0769230769231,14,4,8,0,4,5,0,0,0,0,0,0,0,0.333333333333333,0,"10","10",0,1,0,0,0,801031032,81032,"Australian Capital Territory",14959.1s (~4.16 hours),9525.7s (~2.65 hours),2081.3s (~34.69 minutes),29038.1s (~8.07 hours),12955.4s (~3.6 hours),12743.1s (~3.54 hours),2081.3s (~34.69 minutes)
"609","Canberra East",837,60.0955794504182,39.6654719235364,36.9175627240143,14.4563918757467,5.37634408602151,36.7424242424242,3.59848484848485,1.194743130227,2.2700119474313,3.4647550776583,10.1553166069295,44,50,103,90,123,167,160,83,21,0,0,0.570075757575758,0.0189393939393939,0.302270011947431,0.103942652329749,"1","1",1,0,0,0,0,801031113,81113,"Australian Capital Territory",14156.9637869822s (~3.93 hours),10046.9685207101s (~2.79 hours),796.102721893491s (~13.27 minutes),28436.0430769231s (~7.9 hours),12353.3430769231s (~3.43 hours),12141.0430769231s (~3.37 hours),796.102721893491s (~13.27 minutes)
"610","Canberra Airport",100,57,43,29,18,0,58,0,0,4,4,15,20,10,11,26,18,12,4,3,0,0,0,0.32,0.72,0.53,0.17,"8","7",1,0,0,0,0,801031114,81114,"Australian Capital Territory",14239.7s (~3.96 hours),10113.1s (~2.81 hours),1153.4s (~19.22 minutes),28589.8s (~7.94 hours),12507.1s (~3.47 hours),12294.8s (~3.42 hours),1153.4s (~19.22 minutes)
"611","Majura",175,49.1428571428571,51.4285714285714,28.5714285714286,21.7142857142857,0,65.7142857142857,5.71428571428571,0,0,0,18.2857142857143,16,23,10,21,25,29,27,9,4,0,0,0.2,0.114285714285714,0.44,0.188571428571429,"10","10",1,0,0,0,0,801031115,81115,"Australian Capital Territory",13822.6066666667s (~3.84 hours),9959.90777777778s (~2.77 hours),928.198888888889s (~15.47 minutes),28197.9s (~7.83 hours),12115.2s (~3.37 hours),11902.9s (~3.31 hours),928.198888888889s (~15.47 minutes)
"612","Amaroo",5708,49.281709880869,50.7358093903294,26.2613875262789,28.6440084092502,2.33006306937631,78.3132530120482,1.9578313253012,0.525578135949545,2.96075683251577,3.48633496846531,33.0063069376314,957,1000,560,864,1111,650,332,172,60,0,0,0.399598393574297,0.162650602409639,0.497722494744219,0.235809390329362,"10","10",1,0,0,0,0,801041034,81034,"Australian Capital Territory",13035.6003512469s (~3.62 hours),10247.0238672287s (~2.85 hours),1468.25233579206s (~24.47 minutes),28078.0238672287s (~7.8 hours),11995.3238672287s (~3.33 hours),11783.0238672287s (~3.27 hours),1468.25233579206s (~24.47 minutes)
"613","Bonner",6730,49.2421991084695,50.7578008915305,42.8826151560178,30.8320950965825,2.4517087667162,73.5964912280702,2.85087719298246,0.416047548291233,2.27340267459138,2.68945022288261,32.3922734026746,1671,841,837,1763,996,352,193,64,11,0,0,0.432456140350877,0.193859649122807,0.505794947994056,0.270133729569094,"10","10",1,0,0,0,0,801041035,81035,"Australian Capital Territory",13151.629472119s (~3.65 hours),10273.5755241636s (~2.85 hours),1578.17552416357s (~26.3 minutes),28104.5755241636s (~7.81 hours),12021.8755241636s (~3.34 hours),11809.5755241636s (~3.28 hours),1578.17552416357s (~26.3 minutes)
"614","Casey",5759,48.584823754124,51.3630838687272,32.8355617294669,29.7968397291196,1.99687445737107,74.9328558639212,2.50671441360788,0.677200902934537,2.88244486890085,3.55964577183539,27.122764368814,1150,576,1027,1589,714,403,224,64,11,0,0,0.384959713518353,0.172336615935542,0.551658274005904,0.250564334085779,"10","10",1,0,0,0,0,801041036,81036,"Australian Capital Territory",12771.1987534626s (~3.55 hours),10444.1138331025s (~2.9 hours),1466.50623268698s (~24.44 minutes),28275.1138331025s (~7.85 hours),12192.4138331025s (~3.39 hours),11980.1138331025s (~3.33 hours),1466.50623268698s (~24.44 minutes)
"615","Crace",4456,49.7082585278276,50.3366247755835,41.8312387791741,28.3213644524237,1.90754039497307,72.6807057484348,2.44735344336938,0.359066427289048,1.54847396768402,1.90754039497307,27.4685816876122,870,385,834,1222,567,285,188,79,27,5,0,0.33295389869095,0.147410358565737,0.621633752244165,0.366247755834829,"10","10",1,0,0,0,0,801041037,81037,"Australian Capital Territory",12801.3813130181s (~3.56 hours),10414.1296213309s (~2.89 hours),1235.68131301815s (~20.59 minutes),28245.1296213309s (~7.85 hours),12162.4296213309s (~3.38 hours),11950.1296213309s (~3.32 hours),1235.68131301815s (~20.59 minutes)
"616","Forde",4307,49.895518922684,50.243789180404,34.3626654283724,31.9944276758765,2.29858370095194,80.9588116137745,1.2153950033761,0.534014395170652,1.78778732296262,2.32180171813327,32.7606222428605,911,637,387,895,874,330,188,62,26,5,0,0.323430114787306,0.183659689399055,0.532853494311586,0.301602043185512,"10","10",1,0,0,0,0,801041038,81038,"Australian Capital Territory",13104.7192244803s (~3.64 hours),10191.2224947442s (~2.83 hours),1495.11922448026s (~24.92 minutes),28022.2224947442s (~7.78 hours),11939.5224947442s (~3.32 hours),11727.2224947442s (~3.26 hours),1495.11922448026s (~24.92 minutes)
"617","Franklin",6420,50.404984423676,49.5327102803738,51.214953271028,24.6105919003115,3.02180685358255,58.5870413739266,5.5815768930523,0.514018691588785,1.69781931464174,2.21183800623053,32.1651090342679,1120,587,1482,1687,848,417,204,64,13,0,0,0.434426229508197,0.195550351288056,0.628971962616822,0.363551401869159,"10","10",1,0,0,0,0,801041039,81039,"Australian Capital Territory",13099.465229572s (~3.64 hours),10098.6834085603s (~2.81 hours),1236.42049805447s (~20.61 minutes),27929.6834085603s (~7.76 hours),11846.9834085603s (~3.29 hours),11634.6834085603s (~3.23 hours),1236.42049805447s (~20.61 minutes)
"618","Gungahlin",6131,49.5188386886315,50.5953351818627,47.4800195726635,23.0794323927581,3.73511662045343,55.9886317498985,6.09013398294763,0.554558799543305,2.25085630402871,2.80541510357201,30.3376284456043,861,726,1341,1248,904,575,317,125,35,7,0,0.449451887941535,0.274868047097036,0.584570216930354,0.293589952699397,"9","9",1,0,0,0,0,801041040,81040,"Australian Capital Territory",12992.4332952319s (~3.61 hours),10113.7456074461s (~2.81 hours),1343.4533638145s (~22.39 minutes),27944.7456074461s (~7.76 hours),11862.0456074461s (~3.3 hours),11649.7456074461s (~3.24 hours),1343.4533638145s (~22.39 minutes)
"619","Hall",276,48.9130434782609,50.7246376811594,17.3913043478261,26.0869565217391,0,71.1711711711712,0,0,1.81159420289855,1.81159420289855,30.7971014492754,29,45,16,14,49,33,46,24,11,0,0,0.387387387387387,0.0630630630630631,0.5,0.231884057971014,"10","9",1,0,0,0,0,801041043,81043,"Australian Capital Territory",12481.712267658s (~3.47 hours),10611.23866171s (~2.95 hours),1414.13866171004s (~23.57 minutes),28442.23866171s (~7.9 hours),12359.53866171s (~3.43 hours),12147.23866171s (~3.37 hours),1414.13866171004s (~23.57 minutes)
"620","Harrison",7691,50.1235209985698,49.8374723703029,43.9864777012092,26.927577688207,2.4834221817709,64.2338291248703,5.39605672777586,0.559095046157847,2.18437134312833,2.74346638928618,33.5587049798466,1450,908,1495,1772,1175,551,220,91,22,0,0,0.420615703908682,0.203043929436181,0.596021323625016,0.33259654141204,"10","10",1,0,0,0,0,801041044,81044,"Australian Capital Territory",13146.7487642213s (~3.65 hours),10007.7002615405s (~2.78 hours),1242.37038054139s (~20.71 minutes),27838.7002615405s (~7.73 hours),11756.0002615405s (~3.27 hours),11543.7002615405s (~3.21 hours),1242.37038054139s (~20.71 minutes)
"621","Mitchell",3,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,801041045,81045,"Australian Capital Territory",13111.8s (~3.64 hours),10170s (~2.83 hours),1167.8s (~19.46 minutes),28001s (~7.78 hours),11918.3s (~3.31 hours),11706s (~3.25 hours),1167.8s (~19.46 minutes)
"622","Ngunnawal",10486,49.0272744611863,50.9441159641427,30.2403204272363,26.7785618920465,2.30783902345985,73.6137667304015,3.03537284894837,0.715239366774747,3.60480640854473,4.32004577531947,26.8548540911692,1728,1310,1765,2008,1548,1031,629,343,120,11,0,0.475621414913958,0.147227533460803,0.522315468243372,0.227541483883273,"9","8",1,0,0,0,0,801041046,81046,"Australian Capital Territory",12846.7791338209s (~3.57 hours),10357.7508310381s (~2.88 hours),1411.34053566341s (~23.52 minutes),28188.7508310381s (~7.83 hours),12106.0508310381s (~3.36 hours),11893.7508310381s (~3.3 hours),1411.34053566341s (~23.52 minutes)
"623","Nicholls",6862,49.9271349460799,50.1603031186243,32.279218886622,24.7595453220635,2.1859516176042,82.1340964840556,1.83973834832379,0.582920431361119,2.083940542116,2.66686097347712,29.2334596327601,802,1158,673,670,1137,1184,747,367,127,7,0,0.347506132461161,0.098119378577269,0.541970271058001,0.278927426406296,"10","10",1,0,0,0,0,801041047,81047,"Australian Capital Territory",12776.9697704823s (~3.55 hours),10428.7599360837s (~2.9 hours),1378.83351249274s (~22.98 minutes),28259.7599360837s (~7.85 hours),12177.0599360837s (~3.38 hours),11964.7599360837s (~3.32 hours),1378.83351249274s (~22.98 minutes)
"624","Palmerston",5529,49.3579309097486,50.5335503707723,34.8706818592874,24.6156628685115,3.02043769216857,73.9545454545455,2.27272727272727,0.831976849339845,3.09278350515464,3.92476035449448,27.2201121360101,775,705,780,874,829,754,503,212,83,12,0,0.463181818181818,0.16,0.540784952070899,0.269307288840658,"8","8",1,0,0,0,0,801041048,81048,"Australian Capital Territory",12903.1059912854s (~3.58 hours),10310.4664669572s (~2.86 hours),1266.66412490922s (~21.11 minutes),28141.4664669572s (~7.82 hours),12058.7664669572s (~3.35 hours),11846.4664669572s (~3.29 hours),1266.66412490922s (~21.11 minutes)
"625","Gungahlin - East",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801041116,81116,"Australian Capital Territory",NA,NA,NA,NA,NA,NA,NA
"626","Gungahlin - West",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801041117,81117,"Australian Capital Territory",NA,NA,NA,NA,NA,NA,NA
"627","Jacka",666,46.3963963963964,53.6036036036036,41.5915915915916,32.5825825825826,2.85285285285285,66.403162055336,3.55731225296443,1.5015015015015,3.003003003003,4.5045045045045,33.3333333333333,163,72,136,176,79,17,22,6,0,0,0,0.588932806324111,0.0434782608695652,0.525525525525526,0.288288288288288,"8","8",1,0,0,0,0,801041118,81118,"Australian Capital Territory",13029.7896813354s (~3.62 hours),10256.3361153263s (~2.85 hours),1560.93611532625s (~26.02 minutes),28087.3361153263s (~7.8 hours),12004.6361153263s (~3.33 hours),11792.3361153263s (~3.28 hours),1560.93611532625s (~26.02 minutes)
"628","Kenny",10,40,30,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.33333333333333,0,0.3,0.3,NA,NA,1,0,0,0,0,801041119,81119,"Australian Capital Territory",13129.1s (~3.65 hours),9945s (~2.76 hours),1165.7s (~19.43 minutes),27776s (~7.72 hours),11693.3s (~3.25 hours),11481s (~3.19 hours),1165.7s (~19.43 minutes)
"629","Moncrieff",101,57.4257425742574,44.5544554455446,47.5247524752475,27.7227722772277,0,83.3333333333333,0,0,0,0,21.7821782178218,27,11,17,28,13,5,5,0,0,0,0,0.133333333333333,0,0.455445544554455,0.188118811881188,"10","10",1,0,0,0,0,801041120,81120,"Australian Capital Territory",12922.7677083333s (~3.59 hours),10395s (~2.89 hours),1570.78020833333s (~26.18 minutes),28226s (~7.84 hours),12143.3s (~3.37 hours),11931s (~3.31 hours),1570.78020833333s (~26.18 minutes)
"630","Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801041121,81121,"Australian Capital Territory",NA,NA,NA,NA,NA,NA,NA
"631","Throsby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801041122,81122,"Australian Capital Territory",NA,NA,NA,NA,NA,NA,NA
